key,year,name,time,state,country,district,type,week,status,elo_max,elo_top8,elo_top24,elo_mean,elo_sd,opr_max,opr_top8,opr_top24,opr_mean,opr_sd,elo_acc,elo_mse,opr_acc,opr_mse,mix_acc,mix_mse,rp1_acc,rp1_mse,rp2_acc,rp2_mse
2006il,2006,Midwest Regional,1142481600,IL,USA,NULL,0,3,Completed,1716,1568,1427,1510,99.3,41.32,17.57,4.11,13.67,10.35,0.7368,0.1475,0.7763,0.1451,0.7895,0.1362,NULL,NULL,NULL,NULL
2006in,2006,Boilermaker Regional,1142481600,IN,USA,NULL,0,3,Completed,1735,1573,1417,1506,91.35,34.32,20.6,5.87,13.56,8.91,0.6571,0.226,0.7143,0.2089,0.6571,0.2086,NULL,NULL,NULL,NULL
2006is,2006,GM/Technion Israel Regional,1143518400,All,Israel,NULL,0,4,Completed,1548,1473,1384,1449,45.35,23.81,9.25,-2.31,6.46,7.19,0.5862,0.195,0.6552,0.1923,0.6552,0.1888,NULL,NULL,NULL,NULL
2006li,2006,SBPLI Long Island Regional,1143086400,NY,USA,NULL,0,4,Completed,1757,1528,1443,1473,81.8,30.97,18.5,8.38,10.78,8.01,0.6915,0.1973,0.7021,0.1942,0.734,0.1911,NULL,NULL,NULL,NULL
2006ma,2006,Boston Regional,1143086400,MA,USA,NULL,0,4,Completed,1900,1574,1460,1492,103.78,50.41,17.8,9.27,10.81,10.63,0.6889,0.1824,0.7333,0.1985,0.7333,0.1825,NULL,NULL,NULL,NULL
2006md,2006,Chesapeake Regional,1142481600,MD,USA,NULL,0,3,Completed,1778,1615,1504,1487,94.54,46.05,25.98,9.46,10.06,11.68,0.7087,0.1948,0.6311,0.2171,0.6602,0.1971,NULL,NULL,NULL,NULL
2006mi,2006,West Michigan Regional,1143691200,MI,USA,NULL,0,5,Completed,1703,1652,1559,1537,102.97,20.67,16.89,13.44,13.52,3.37,0.6477,0.207,0.5795,0.2471,0.6818,0.2077,NULL,NULL,NULL,NULL
2006mo,2006,St. Louis Regional,1141880400,MO,USA,NULL,0,2,Completed,1670,1568,1447,1475,86.83,42.58,16.9,6.37,9.89,8.5,0.7,0.2005,0.675,0.1956,0.7375,0.1831,NULL,NULL,NULL,NULL
2006new,2006,Newton Division,1144814400,GA,USA,NULL,3,8,Completed,1995,1716,1568,1535,124.47,28.33,23.22,18.67,15.55,5.28,0.7373,0.1689,0.5339,0.2701,0.7373,0.1958,NULL,NULL,NULL,NULL
2006nh,2006,BAE SYSTEMS Granite State Regional,1141275600,NH,USA,NULL,0,1,Completed,1628,1540,1477,1477,55.91,34.15,18.2,10.27,10.83,7.42,0.5354,0.2321,0.5859,0.2267,0.5859,0.2179,NULL,NULL,NULL,NULL
2006nj,2006,New Jersey Regional,1141275600,NJ,USA,NULL,0,1,Completed,1765,1608,1521,1503,91.79,50.36,22.88,11.94,9.96,10.96,0.69,0.1893,0.67,0.2168,0.66,0.1876,NULL,NULL,NULL,NULL
2006nv,2006,Las Vegas Regional,1143691200,NV,USA,NULL,0,5,Completed,1956,1549,1470,1493,110.21,61.54,17.69,6.58,10.24,11.63,0.734,0.1849,0.7128,0.1729,0.7553,0.1713,NULL,NULL,NULL,NULL
2006ny,2006,New York City Regional,1143086400,NY,USA,NULL,0,4,Completed,1708,1511,1421,1474,82.11,30.41,12.3,4.27,8.65,7.79,0.7284,0.1783,0.7284,0.1955,0.7037,0.1807,NULL,NULL,NULL,NULL
2006oh,2006,Buckeye Regional,1141880400,OH,USA,NULL,0,2,Completed,1709,1562,1465,1490,86.86,30.34,16.08,6.53,9.01,7.79,0.6413,0.1982,0.5978,0.2355,0.6196,0.2042,NULL,NULL,NULL,NULL
2006on,2006,Greater Toronto Regional,1143691200,ON,Canada,NULL,0,5,Completed,1966,1660,1507,1502,123.12,54.85,26.24,13.4,10.56,12.12,0.7188,0.1864,0.7292,0.1927,0.75,0.1783,NULL,NULL,NULL,NULL
2006pa,2006,Philadelphia Regional,1143691200,PA,USA,NULL,0,5,Completed,1723,1650,1488,1517,103.26,41.25,23.58,11.4,12.51,11.24,0.66,0.1965,0.63,0.2152,0.64,0.1948,NULL,NULL,NULL,NULL
2006pit,2006,Pittsburgh Regional,1141880400,PA,USA,NULL,0,2,Completed,1655,1544,1394,1517,70.25,23.73,12.91,-1.51,9.44,6.34,0.5484,0.2446,0.5484,0.2519,0.6129,0.2309,NULL,NULL,NULL,NULL
2006roc,2006,Finger Lakes Regional,1141880400,NY,USA,NULL,0,2,Completed,1854,1565,1436,1508,110.6,24,14,5.67,10.82,5.16,0.6316,0.2326,0.6184,0.2494,0.6842,0.2215,NULL,NULL,NULL,NULL
2006sac,2006,Davis Sacramento Regional,1143086400,CA,USA,NULL,0,4,Completed,1657,1531,1456,1479,65.78,25.46,17.75,7.31,10.29,7.23,0.5952,0.2336,0.5833,0.2515,0.5714,0.2329,NULL,NULL,NULL,NULL
2006sc,2006,Palmetto Regional,1143691200,SC,USA,NULL,0,5,Completed,1699,1596,1456,1486,79.69,31.5,18.51,6.45,9.17,8.5,0.5747,0.2355,0.5287,0.2705,0.5287,0.2432,NULL,NULL,NULL,NULL
2006sj,2006,Silicon Valley Regional,1142481600,CA,USA,NULL,0,3,Completed,1810,1536,1473,1493,75.48,41.51,16.14,4.86,8.52,8.4,0.6118,0.2422,0.6118,0.2579,0.5765,0.2368,NULL,NULL,NULL,NULL
2006tx,2006,Lone Star Regional,1143691200,TX,USA,NULL,0,5,Completed,1697,1518,1469,1468,70.26,27.88,15.88,8.41,8.38,7.1,0.7053,0.1844,0.6842,0.195,0.6947,0.1842,NULL,NULL,NULL,NULL
2006va,2006,NASA / VCU Regional,1141275600,VA,USA,NULL,0,1,Completed,1648,1548,1482,1468,59.93,30.84,19.86,10,8.95,8.67,0.5294,0.2333,0.5882,0.2304,0.5784,0.2215,NULL,NULL,NULL,NULL
2006wa,2006,Pacific Northwest Regional,1141275600,OR,USA,NULL,0,1,Completed,1721,1532,1464,1479,72.56,28.33,18.88,8.4,9.28,8.23,0.6413,0.2105,0.6522,0.2176,0.7174,0.2014,NULL,NULL,NULL,NULL
2006wat,2006,Waterloo Regional,1143086400,ON,Canada,NULL,0,4,Completed,1969,1540,1428,1506,126.37,62.6,17.47,3.71,12.3,13.65,0.8219,0.1497,0.7397,0.1849,0.7945,0.1588,NULL,NULL,NULL,NULL
2006wi,2006,Wisconsin Regional,1143086400,WI,USA,NULL,0,4,Completed,1793,1533,1421,1484,114.67,44.7,24.57,4.4,13.33,12.96,0.7317,0.1632,0.6951,0.1936,0.7195,0.1716,NULL,NULL,NULL,NULL
2007arc,2007,Archimedes Division,1176350400,GA,USA,NULL,3,8,Completed,1918,1709,1613,1533,129,54.22,31.56,18.89,15.51,10.95,0.7288,0.1827,0.5339,0.2766,0.6864,0.1979,NULL,NULL,NULL,NULL
2007az,2007,Arizona Regional,1173330000,All,NULL,NULL,0,2,Completed,1625,1501,1447,1469,53.1,32.87,11.05,-0.97,4.41,8.79,0.6615,0.1985,0.6,0.1974,0.6462,0.1908,NULL,NULL,NULL,NULL
2007br,2007,Brazil Pilot,1173416400,All,NULL,NULL,0,2,Completed,1566,1450,NULL,1456,42.95,10.89,4,NULL,4.33,2.79,0.8065,0.1597,0.4516,0.2284,0.6129,0.1883,NULL,NULL,NULL,NULL
2007ca,2007,Los Angeles Regional,1173330000,All,NULL,NULL,0,2,Completed,1848,1556,1489,1487,95.79,21.33,10.44,5.56,5.51,4.5,0.5955,0.2112,0.5281,0.2436,0.618,0.2049,NULL,NULL,NULL,NULL
2007cmp,2007,Einstein Field,1176523200,GA,USA,NULL,4,8,Completed,2025,1655,NULL,1717,135.47,29.49,14,NULL,14.97,7.08,0.375,0.327,0.75,0.1772,0.625,0.2301,NULL,NULL,NULL,NULL
2007co,2007,Colorado Regional,1175140800,All,NULL,NULL,0,5,Completed,1601,1501,1455,1466,39.26,10.67,6,3.33,3.61,2.54,0.5581,0.2313,0.5233,0.2359,0.5465,0.2296,NULL,NULL,NULL,NULL
2007ct,2007,UTC Connecticut Regional,1173931200,All,NULL,NULL,0,3,Completed,1952,1606,1512,1516,101.02,19.22,10.67,6.89,7.43,4.11,0.6,0.2328,0.5579,0.2437,0.5789,0.228,NULL,NULL,NULL,NULL
2007cur,2007,Curie Division,1176350400,GA,USA,NULL,3,8,Completed,2013,1730,1585,1543,126.72,44.89,28.22,20.22,16.41,8.45,0.7034,0.1697,0.3983,0.2939,0.678,0.2032,NULL,NULL,NULL,NULL
2007dt,2007,Detroit Regional,1173931200,MI,USA,NULL,0,3,Completed,1814,1580,1453,1526,103.05,13.78,9.22,3.78,6.14,3.56,0.631,0.1702,0.5119,0.2421,0.5833,0.1929,NULL,NULL,NULL,NULL
2007fl,2007,Florida Regional,1173330000,All,NULL,NULL,0,2,Completed,1767,1626,1512,1521,99.46,23.44,12.89,7.11,7.59,5.12,0.6429,0.2328,0.5357,0.2415,0.5952,0.2236,NULL,NULL,NULL,NULL
2007gal,2007,Galileo Division,1176350400,GA,USA,NULL,3,8,Completed,2030,1731,1607,1547,125.98,46,33.33,20.44,15.87,10.66,0.6583,0.2251,0.5917,0.2537,0.6583,0.2135,NULL,NULL,NULL,NULL
2007gl,2007,Great Lakes Regional,1173330000,MI,USA,NULL,0,2,Completed,2009,1667,1556,1552,110.4,14.67,8.67,5.33,4.87,3.18,0.5918,0.2286,0.4796,0.2389,0.5816,0.2218,NULL,NULL,NULL,NULL
2007il,2007,Midwest Regional,1173931200,IL,USA,NULL,0,3,Completed,1698,1557,1469,1506,76.34,20.86,13.43,2.26,6.69,6.92,0.6173,0.2051,0.4938,0.2358,0.5802,0.2117,NULL,NULL,NULL,NULL
2007in,2007,Boilermaker Regional,1173931200,IN,USA,NULL,0,3,Completed,1697,1582,1482,1511,74.64,35.78,19.33,6.11,10.99,7.96,0.5281,0.2533,0.4607,0.2889,0.5056,0.2527,NULL,NULL,NULL,NULL
2007is,2007,GM/Technion Israel Regional,1174881600,All,Israel,NULL,0,4,Completed,1564,1478,1428,1453,43.16,24.62,11.39,0.58,6.57,7.47,0.5769,0.2134,0.5385,0.2246,0.5897,0.2168,NULL,NULL,NULL,NULL
2007kc,2007,Greater Kansas City Regional,1173931200,MO,USA,NULL,0,3,Completed,1642,1497,1450,1464,54.53,11.67,7.44,1.78,3.42,3.06,0.5385,0.1673,0.3956,0.2118,0.5165,0.1814,NULL,NULL,NULL,NULL
2007la,2007,Bayou Regional,1173330000,LA,USA,NULL,0,2,Completed,1679,1568,1448,1493,67.66,11.11,8.44,3.56,5.38,3.12,0.5517,0.2433,0.6322,0.2129,0.5517,0.2223,NULL,NULL,NULL,NULL
2007li,2007,SBPLI Long Island Regional,1175140800,NY,USA,NULL,0,5,Completed,1689,1535,1464,1482,80.11,36.44,7.89,3.33,6.02,8.02,0.5977,0.203,0.5172,0.243,0.5747,0.2062,NULL,NULL,NULL,NULL
2007ma,2007,Boston Regional,1174536000,MA,USA,NULL,0,4,Completed,1792,1570,1462,1487,90.34,29.44,15.56,9.11,9.56,6.14,0.6737,0.1987,0.5158,0.26,0.6526,0.2095,NULL,NULL,NULL,NULL
2007md,2007,Chesapeake Regional,1173931200,MD,USA,NULL,0,3,Completed,1750,1580,1482,1481,89.96,35.56,18,6.44,8.32,8.26,0.6353,0.1864,0.4118,0.255,0.6235,0.197,NULL,NULL,NULL,NULL
2007mi,2007,West Michigan Regional,1175140800,MI,USA,NULL,0,5,Completed,1788,1668,1584,1550,107.18,32.67,22.22,13,13.8,7.5,0.5612,0.2455,0.3571,0.3169,0.5612,0.254,NULL,NULL,NULL,NULL
2007mo,2007,St. Louis Regional,1172725200,MO,USA,NULL,0,1,Completed,1754,1555,1471,1490,72.7,19.11,9.11,4.22,5.77,4.38,0.6582,0.2104,0.557,0.2451,0.6329,0.2155,NULL,NULL,NULL,NULL
2007new,2007,Newton Division,1176350400,GA,USA,NULL,3,8,Completed,1962,1682,1625,1554,112.69,66.67,26,16.22,14.45,9.9,0.5932,0.2367,0.4915,0.278,0.6017,0.234,NULL,NULL,NULL,NULL
2007nh,2007,BAE SYSTEMS Granite State Regional,1172725200,NH,USA,NULL,0,1,Completed,1696,1568,1488,1496,79.11,40.11,13,6.44,9.28,7.71,0.6296,0.1994,0.5309,0.2512,0.5679,0.2057,NULL,NULL,NULL,NULL
2007nj,2007,New Jersey Regional,1172725200,NJ,USA,NULL,0,1,Completed,1880,1623,1518,1518,97.11,34.22,18.67,7.56,9.17,8.37,0.5647,0.2301,0.4706,0.2558,0.6,0.217,NULL,NULL,NULL,NULL
2007nv,2007,Las Vegas Regional,1175140800,NV,USA,NULL,0,5,Completed,1827,1605,1475,1495,107.06,20.11,16,8.78,8.63,5.55,0.7234,0.1722,0.5319,0.243,0.734,0.1894,NULL,NULL,NULL,NULL
2007ny,2007,New York City Regional,1174017600,NY,USA,NULL,0,3,Completed,1832,1555,1464,1481,86.19,31.11,15.11,4.22,6.76,7.68,0.5444,0.1869,0.5444,0.1956,0.6111,0.1703,NULL,NULL,NULL,NULL
2007oh,2007,Buckeye Regional,1174536000,OH,USA,NULL,0,4,Completed,1689,1600,1513,1511,78.21,29.56,16,8.44,8.17,6.18,0.602,0.215,0.3469,0.2878,0.5612,0.2328,NULL,NULL,NULL,NULL
2007on,2007,Greater Toronto Regional,1175140800,ON,Canada,NULL,0,5,Completed,2090,1671,1500,1495,141.07,54.67,36.22,9.56,11.77,13.08,0.7426,0.1746,0.4851,0.3211,0.703,0.2074,NULL,NULL,NULL,NULL
2007or,2007,Pacific Northwest Regional,1172725200,OR,USA,NULL,0,1,Completed,1629,1543,1482,1481,55,34.97,17.08,6.44,7.12,9.69,0.5281,0.2058,0.4719,0.2207,0.5393,0.2074,NULL,NULL,NULL,NULL
2007pa,2007,Philadelphia Regional,1175140800,PA,USA,NULL,0,5,Completed,1822,1573,1475,1502,96.26,44.44,17.44,7.78,10.39,8.79,0.69,0.2132,0.39,0.2903,0.64,0.2275,NULL,NULL,NULL,NULL
2007pit,2007,Pittsburgh Regional,1173330000,PA,USA,NULL,0,2,Completed,1766,1576,1479,1520,75.54,38.46,13.47,0.91,6.91,9.04,0.5714,0.2473,0.5714,0.2732,0.5974,0.2479,NULL,NULL,NULL,NULL
2007roc,2007,Finger Lakes Regional,1173330000,NY,USA,NULL,0,2,Completed,1757,1567,1477,1519,83.8,26,7.11,2.78,5.59,5.67,0.5823,0.2566,0.5443,0.2501,0.5696,0.24,NULL,NULL,NULL,NULL
2007sac,2007,Davis Sacramento Regional,1175140800,CA,USA,NULL,0,5,Completed,1751,1566,1460,1489,90.22,22.67,12.44,5.56,8.03,5.14,0.6506,0.1952,0.494,0.2587,0.6145,0.2082,NULL,NULL,NULL,NULL
2007sc,2007,Palmetto Regional,1175140800,SC,USA,NULL,0,5,Completed,1815,1578,1471,1489,101.43,26.22,18,10.11,11.52,5.66,0.5495,0.2365,0.4396,0.2781,0.5714,0.24,NULL,NULL,NULL,NULL
2007sdc,2007,San Diego Regional,1174536000,CA,USA,NULL,0,4,Completed,2022,1573,1478,1492,120.71,29.78,18,6.89,9.63,7.51,0.6146,0.1896,0.5625,0.2159,0.7083,0.1849,NULL,NULL,NULL,NULL
2007sj,2007,Silicon Valley Regional ,1173931200,CA,USA,NULL,0,3,Completed,1773,1585,1490,1497,87.4,32.67,12.89,4,6.97,7.81,0.6122,0.2139,0.4898,0.2433,0.6122,0.2101,NULL,NULL,NULL,NULL
2007tx,2007,Lone Star Regional,1175140800,TX,USA,NULL,0,5,Completed,1840,1570,1478,1483,94.97,31.89,17.56,6.78,8.52,8,0.6667,0.1776,0.4343,0.2822,0.6162,0.2092,NULL,NULL,NULL,NULL
2007va,2007,NASA / VCU Regional,1172725200,VA,USA,NULL,0,1,Completed,1605,1525,1489,1470,48.36,16.67,10.11,5.67,5.17,3.33,0.5755,0.2274,0.5189,0.2329,0.566,0.2246,NULL,NULL,NULL,NULL
2007wat,2007,Waterloo Regional,1174536000,ON,Canada,NULL,0,4,Completed,2000,1609,1431,1535,130.82,38.89,10.89,3.56,10.19,9.78,0.75,0.1479,0.5139,0.2789,0.75,0.184,NULL,NULL,NULL,NULL
2007wi,2007,Wisconsin Regional,1173330000,WI,USA,NULL,0,2,Completed,1639,1500,1466,1463,51.02,17,10.78,5.89,5.89,3.66,0.5,0.2289,0.4889,0.246,0.5222,0.2257,NULL,NULL,NULL,NULL
2008arc,2008,Archimedes Division,1208404800,GA,USA,NULL,3,8,Completed,1903,1681,1586,1553,94.75,60.18,43.84,27.9,21.44,14.09,0.6923,0.199,0.5556,0.285,0.6068,0.2263,NULL,NULL,NULL,NULL
2008az,2008,Arizona Regional,1204779600,AZ,USA,NULL,0,2,Completed,1687,1528,1472,1472,56.44,33.74,14.07,8.56,7.96,6.98,0.6047,0.2084,0.6512,0.2141,0.6628,0.2053,NULL,NULL,NULL,NULL
2008br,2008,Brazil Regional,1205467200,All,Brazil,NULL,0,3,Completed,1624,1455,NULL,1467,48.57,30.13,9.15,NULL,10.95,9.98,0.4815,0.2493,0.4444,0.3657,0.4074,0.2955,NULL,NULL,NULL,NULL
2008ca,2008,Los Angeles Regional,1205985600,CA,USA,NULL,0,4,Completed,1852,1533,1471,1483,81.97,46.27,17.01,9.94,10.37,9.64,0.6237,0.1952,0.6129,0.2332,0.6129,0.2034,NULL,NULL,NULL,NULL
2008cmp,2008,Einstein Field,1208577600,GA,USA,NULL,4,8,Completed,2105,1714,NULL,1771,133.23,55.78,22.01,NULL,27.16,12.49,0.8571,0.1562,0.2857,0.446,0.5714,0.2632,NULL,NULL,NULL,NULL
2008co,2008,Colorado Regional,1206590400,CO,USA,NULL,0,5,Completed,1744,1509,1448,1468,66.49,44.74,17.88,8.06,10.26,10.38,0.7662,0.1739,0.6753,0.1863,0.7532,0.1711,NULL,NULL,NULL,NULL
2008ct,2008,Connecticut Regional,1205380800,CT,USA,NULL,0,3,Completed,1758,1606,1528,1515,78.43,48.47,25.19,14.26,13.15,11.55,0.6531,0.2067,0.6122,0.2148,0.6633,0.1977,NULL,NULL,NULL,NULL
2008cur,2008,Curie Division,1208404800,GA,USA,NULL,3,8,Completed,1877,1694,1604,1553,100.6,65.74,35.43,24.55,20.56,12.74,0.7345,0.1645,0.5752,0.2609,0.646,0.1931,NULL,NULL,NULL,NULL
2008dt,2008,Detroit Regional,1205380800,MI,USA,NULL,0,3,Completed,1771,1610,1476,1543,92.7,44.04,19.86,7.66,14.72,11.1,0.625,0.2216,0.625,0.2305,0.6111,0.2119,NULL,NULL,NULL,NULL
2008fl,2008,Florida Regional,1205380800,FL,USA,NULL,0,3,Completed,1836,1634,1529,1526,92.93,47.1,24.26,16.11,12.82,10.67,0.7041,0.1831,0.7143,0.2027,0.7041,0.1833,NULL,NULL,NULL,NULL
2008ga,2008,Peachtree Regional,1205380800,GA,USA,NULL,0,3,Completed,1663,1544,1473,1486,58.98,23.32,16.79,8.34,8.6,6.72,0.6986,0.1875,0.6301,0.2025,0.6849,0.1827,NULL,NULL,NULL,NULL
2008gal,2008,Galileo Division,1208404800,GA,USA,NULL,3,8,Completed,2097,1740,1622,1562,125.1,86.64,39.55,28.59,20.15,16.16,0.735,0.1632,0.5726,0.2574,0.6667,0.195,NULL,NULL,NULL,NULL
2008gl,2008,Great Lakes Regional,1206590400,MI,USA,NULL,0,5,Completed,1806,1697,1548,1537,103.7,50.86,34.56,17.55,15.8,12.88,0.6961,0.1902,0.6176,0.2207,0.6471,0.1967,NULL,NULL,NULL,NULL
2008hi,2008,Hawaii Regional,1206590400,HI,USA,NULL,0,5,Completed,1913,1627,1438,1511,132.59,55.73,32.69,6.94,15.59,15.42,0.7821,0.1553,0.7692,0.1381,0.7821,0.1394,NULL,NULL,NULL,NULL
2008il,2008,Midwest Regional,1204174800,IL,USA,NULL,0,1,Completed,1916,1590,1483,1514,103.27,49.1,22.39,8.34,12.28,11.55,0.686,0.1983,0.6279,0.2078,0.6279,0.1915,NULL,NULL,NULL,NULL
2008in,2008,Boilermaker Regional,1205380800,IN,USA,NULL,0,3,Completed,1705,1581,1471,1504,73.13,41.52,23.12,10.05,13.15,9.75,0.6154,0.2342,0.6154,0.2539,0.641,0.2288,NULL,NULL,NULL,NULL
2008is,2008,GM/Technion Israel Regional,1206244800,All,Israel,NULL,0,4,Completed,1660,1484,1434,1461,53.96,35.07,9.38,2.83,5.67,7.76,0.5854,0.1979,0.5366,0.2171,0.5732,0.2009,NULL,NULL,NULL,NULL
2008kc,2008,Greater Kansas City Regional,1204779600,MO,USA,NULL,0,2,Completed,1650,1525,1462,1464,51.94,32.04,18.92,10.68,9.47,8.42,0.5783,0.2364,0.5904,0.2274,0.5783,0.2161,NULL,NULL,NULL,NULL
2008la,2008,Bayou Regional,1206590400,LA,USA,NULL,0,5,Completed,1764,1615,1486,1513,94.44,39.03,19.29,11.51,11.51,10.02,0.7647,0.1581,0.6235,0.2074,0.7176,0.1684,NULL,NULL,NULL,NULL
2008li,2008,SBPLI Long Island Regional,1206590400,NY,USA,NULL,0,5,Completed,1663,1541,1467,1484,66.94,33.22,17.23,8.4,10.87,8.06,0.64,0.214,0.67,0.1999,0.65,0.1974,NULL,NULL,NULL,NULL
2008ma,2008,Boston Regional,1206590400,MA,USA,NULL,0,5,Completed,1717,1577,1475,1487,81.74,48.13,23.54,10.98,11.72,12.03,0.6915,0.1716,0.6277,0.1992,0.6489,0.1777,NULL,NULL,NULL,NULL
2008md,2008,Chesapeake Regional,1205380800,MD,USA,NULL,0,3,Completed,1648,1587,1508,1484,73.22,35.5,22.03,14.22,11.8,9.69,0.6458,0.206,0.5521,0.273,0.6042,0.226,NULL,NULL,NULL,NULL
2008mi,2008,West Michigan Regional,1205985600,MI,USA,NULL,0,4,Completed,1698,1602,1518,1515,82.37,42.69,30.12,16.04,15.31,11.52,0.6517,0.2086,0.6629,0.2086,0.6854,0.193,NULL,NULL,NULL,NULL
2008mn,2008,Minnesota Regional,1206590400,MN,USA,NULL,0,5,Completed,1667,1534,1453,1467,59.12,46.58,18.52,9.07,9.94,9.98,0.6186,0.2,0.6289,0.2282,0.6392,0.2045,NULL,NULL,NULL,NULL
2008mo,2008,St. Louis Regional,1204174800,MO,USA,NULL,0,1,Completed,1779,1587,1499,1519,82.29,37.12,21.21,13.21,13.73,9.04,0.7073,0.1636,0.7195,0.1659,0.7317,0.1509,NULL,NULL,NULL,NULL
2008new,2008,Newton Division,1208404800,GA,USA,NULL,3,8,Completed,1854,1720,1587,1550,105.16,60.61,41.82,27.89,20.86,13.05,0.687,0.1718,0.7304,0.185,0.7217,0.1657,NULL,NULL,NULL,NULL
2008nh,2008,BAE SYSTEMS Granite State Regional,1204174800,NH,USA,NULL,0,1,Completed,1726,1576,1496,1505,70.62,37.68,27.63,11.41,13.67,10.42,0.5909,0.2005,0.6705,0.1756,0.6932,0.1788,NULL,NULL,NULL,NULL
2008nj,2008,New Jersey Regional,1204174800,NJ,USA,NULL,0,1,Completed,1888,1581,1514,1499,87.09,42.99,24.69,13.46,11.19,10.17,0.5657,0.231,0.6465,0.2097,0.6566,0.2049,NULL,NULL,NULL,NULL
2008nv,2008,Las Vegas Regional,1206590400,NV,USA,NULL,0,5,Completed,1863,1546,1458,1490,90.85,52.88,22.76,9.85,13.5,12.39,0.7097,0.1822,0.6667,0.2006,0.7419,0.1858,NULL,NULL,NULL,NULL
2008ny,2008,New York City Regional,1207281600,NY,USA,NULL,0,6,Completed,1674,1593,1514,1487,72.04,38.06,24.12,13.7,11.72,10.17,0.6893,0.2049,0.5922,0.2455,0.6796,0.2103,NULL,NULL,NULL,NULL
2008oh,2008,Buckeye Regional,1205985600,OH,USA,NULL,0,4,Completed,1779,1584,1472,1499,100.4,48.7,23.1,9.84,12.38,13.26,0.7558,0.1462,0.6977,0.1841,0.7674,0.1548,NULL,NULL,NULL,NULL
2008ok,2008,Oklahoma City Regional,1205985600,OK,USA,NULL,0,4,Completed,1621,1498,1448,1462,52.16,35.28,17.92,9.36,11.1,8.76,0.6622,0.2123,0.6351,0.2132,0.6351,0.2069,NULL,NULL,NULL,NULL
2008on,2008,Greater Toronto Regional,1206590400,ON,Canada,NULL,0,5,Completed,2023,1633,1517,1498,116.93,84.95,27.2,15.96,14.22,14.84,0.7736,0.1469,0.6604,0.2106,0.7453,0.1569,NULL,NULL,NULL,NULL
2008or,2008,Oregon Regional,1204174800,OR,USA,NULL,0,1,Completed,1643,1581,1492,1496,62.12,34.48,20.25,11.85,9.85,9.82,0.6463,0.218,0.5976,0.2471,0.5854,0.2222,NULL,NULL,NULL,NULL
2008pa,2008,Philadelphia Regional,1206590400,PA,USA,NULL,0,5,Completed,1828,1593,1489,1515,102.5,55.13,29.2,13.9,16.35,11.61,0.6667,0.1716,0.6768,0.1952,0.697,0.1731,NULL,NULL,NULL,NULL
2008pit,2008,Pittsburgh Regional,1205380800,PA,USA,NULL,0,3,Completed,1726,1591,1476,1519,77.45,26.36,18.27,8.09,11.25,8.22,0.6386,0.2094,0.6867,0.2152,0.6747,0.2038,NULL,NULL,NULL,NULL
2008roc,2008,Finger Lakes Regional,1204779600,NY,USA,NULL,0,2,Completed,1764,1634,1519,1552,95.18,43.39,26.98,11.3,15.94,11.43,0.7229,0.1917,0.747,0.173,0.7349,0.1717,NULL,NULL,NULL,NULL
2008sac,2008,UC Davis Sacramento Regional,1205985600,CA,USA,NULL,0,4,Completed,1588,1547,1449,1481,59.67,35.77,21.5,8.76,13.33,8.62,0.6118,0.2224,0.5529,0.2784,0.5529,0.2382,NULL,NULL,NULL,NULL
2008sc,2008,Palmetto Regional,1206590400,SC,USA,NULL,0,5,Completed,1715,1568,1464,1496,87.88,34.41,22.75,7.77,13.37,9.94,0.641,0.2067,0.6282,0.2132,0.6538,0.2016,NULL,NULL,NULL,NULL
2008sdc,2008,San Diego Regional,1204779600,CA,USA,NULL,0,2,Completed,1855,1578,1496,1512,96.43,53.23,20.6,10.37,12.14,11.99,0.6735,0.2043,0.7551,0.1891,0.7245,0.186,NULL,NULL,NULL,NULL
2008sj,2008,Silicon Valley Regional,1205380800,CA,USA,NULL,0,3,Completed,1717,1545,1480,1494,68.88,37.58,17.64,9.45,10.22,8.45,0.6495,0.2115,0.5876,0.2295,0.5876,0.2114,NULL,NULL,NULL,NULL
2008tx,2008,Lone Star Regional,1205985600,TX,USA,NULL,0,4,Completed,1715,1523,1444,1470,74.06,31.49,19.01,8.59,8.97,8.92,0.617,0.2085,0.6064,0.2091,0.6383,0.1943,NULL,NULL,NULL,NULL
2008va,2008,NASA / VCU Regional,1204779600,VA,USA,NULL,0,2,Completed,1607,1575,1490,1476,64.48,38.62,22.74,11.25,9.99,9.95,0.6019,0.2101,0.6505,0.2231,0.6796,0.204,NULL,NULL,NULL,NULL
2008wa,2008,Microsoft Seattle Regional,1205985600,WA,USA,NULL,0,4,Completed,1621,1517,1415,1472,63.97,23.62,14.85,1.17,8.1,8.06,0.7123,0.1878,0.6301,0.2003,0.6849,0.1858,NULL,NULL,NULL,NULL
2008wat,2008,Waterloo Regional,1205985600,ON,Canada,NULL,0,4,Completed,1997,1564,1426,1527,127.59,72.91,19.2,5.35,14.66,15.61,0.6389,0.2043,0.7222,0.1556,0.7361,0.1627,NULL,NULL,NULL,NULL
2008wi,2008,Wisconsin Regional,1205380800,WI,USA,NULL,0,3,Completed,1731,1554,1481,1483,70.24,50.42,19.94,11.05,10.58,10.05,0.6392,0.2167,0.5979,0.2064,0.6392,0.203,NULL,NULL,NULL,NULL
2009arc,2009,Archimedes Division,1239854400,GA,USA,NULL,3,8,Completed,1910,1696,1616,1552,108.45,50.32,41.19,30.24,23.36,11.87,0.6949,0.1768,0.6525,0.2187,0.7119,0.185,NULL,NULL,NULL,NULL
